title,description,rating,positive_ratio,user_reviews,price_final,tags,title-1,Indie,Singleplayer,Action,Adventure,Casual,2D,Simulation,Strategy,Atmospheric,RPG,Puzzle,Story Rich,Multiplayer,3D,Pixel Graphics,Exploration,Colorful,Cute,First-Person,Early Access,Fantasy,Funny,Free to Play,Horror,Anime,Arcade,Shooter,Retro,Female Protagonist,Family Friendly
A Perfect Day,"Revisit the final moments of 1999 for an eternity. Come face to face with your dreams and regrets. Explore a deep and interwoven narrative, solve perplexing riddles, and even play a few nostalgic minigames. Immerse yourself in happiness and sorrow with friends of ages past in your Perfect Day.",Very Positive,85,1365,19.99,"['Atmospheric', 'Narration', 'Adventure', 'Choices Matter', 'Singleplayer', 'Multiple Endings', 'Puzzle', 'Story Rich', 'Emotional', 'Investigation', 'Interactive Fiction', 'Time Travel', 'Exploration', 'Drama', 'Time Management', 'Nostalgia', ""1990's"", 'Retro', 'Indie', 'Hand-drawn']",572,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Catherine Classic,"Catherine: a tale of love, betrayal, and the terror of commitment. Experience the mature action-adventure-puzzle game unlike any other from the makers of the Persona series, now enhanced for PC in all its Classic glory. Is love over? Climb to the top or die trying.",Very Positive,88,6144,19.99,"['Sexual Content', 'Anime', 'Mature', 'Nudity', 'Puzzle', 'Story Rich', 'Choices Matter', 'Multiple Endings', 'Puzzle Platformer', 'Horror', 'Adventure', 'Singleplayer', 'Difficult', 'Violent', 'Psychological Horror', 'Surreal', 'Great Soundtrack', 'Gore', 'Sokoban', 'Local Multiplayer']",5694,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Killsquad,"Hack and slash? Check. Twin-stick-shooter? Check. 4 player coop to slay hordes of aliens & bosses with your friends? Check. Skills, upgrades, weapons, gears, talismans and more to make you stronger? Check. Wake up, bounty hunter. We have a mission for you. Time to clean up the scum of the galaxy.",Mostly Positive,72,2825,29.99,"['Action', 'Hack and Slash', 'Top-Down Shooter', 'Co-op', 'Online Co-Op', 'Loot', 'RPG', 'Twin Stick Shooter', 'Action RPG', 'Indie', 'Top-Down', 'Multiplayer', 'Sci-fi', 'Dungeon Crawler', 'Bullet Hell', 'Isometric', 'Gun Customization', 'Procedural Generation', 'Singleplayer', 'Early Access']",17461,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vectronom,Welcome to the psychedelic world of Vectronom: experience waves of color and a pulsing geometric path that changes with the beat! All set to a hypnotic electronic soundtrack. There’s only one thing to do: turn up the volume and go with the flow.,Very Positive,98,204,9.99,"['Rhythm', 'Puzzle Platformer', 'Family Friendly', 'Casual', 'Precision Platformer', 'PvP', 'Difficult', 'Platformer', 'Arcade', 'Isometric', 'Funny', 'Abstract', 'Linear', 'Colorful', 'Minimalist', 'Logic', 'Level Editor', 'Puzzle', 'Psychedelic', 'Co-op']",36351,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Sydney Hunter and the Curse of the Mayan,"In this pixel-perfect homage to the classic action platformers, you play as Sydney Hunter - an explorer who gets trapped inside a Mayan pyramid while he's out exploring!",Positive,89,47,4.99,"['Action', 'Indie', 'Adventure', 'Platformer', 'Retro', '2D', 'Pixel Graphics', '2D Platformer', 'Singleplayer', 'Old School', 'Great Soundtrack', 'Arcade', 'Metroidvania', 'Comedy', 'Exploration', 'Multiple Endings', 'Story Rich', 'Difficult', 'Funny']",31588,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Venineth,"Venineth is a single-player game focusing on unraveling the mysteries of ancient alien technology, somewhere in the universe via exploration, platforming, and puzzle-solving, in a dangerous, distant worlds.",Very Positive,85,167,19.99,"['Indie', 'Adventure', 'Action', 'Sci-fi', 'Atmospheric', '3D Platformer', 'Puzzle Platformer', 'Physics', 'Exploration', 'Aliens', 'Singleplayer', 'Futuristic', 'Mystery', 'Puzzle', 'Space', 'Great Soundtrack', 'Difficult', 'Third Person', 'Nonlinear', 'Colorful']",36383,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sky Racket,"Sky Racket is a game that mixes two classic genres from the Arcade era: Shoot’em up and Brick Breakers. In a world where you are unable to attack, using your racket to strike enemy bullets back at them is your only option! Bounce bullets back at your foes and save the galaxy!",Very Positive,94,95,14.99,"['Indie', ""Shoot 'Em Up"", 'Pixel Graphics', 'Bullet Hell', 'Local Co-Op', 'Funny', 'Family Friendly', 'Female Protagonist', 'Sports', 'Fantasy', 'Sci-fi', 'Controller', '2D', 'Arcade', 'Side Scroller', 'Colorful', 'Cute', ""1990's"", 'Space', 'Multiple Endings']",29191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
Negligee: Love Stories (all ages),"A series of four stories following the characters Karen, Charlotte, Sophie and Jasmin in their early lives as they have to choose what they really love and what path their lives will take.",Mixed,42,56,14.99,"['Sexual Content', 'Nudity', 'Mature', 'Adventure', 'Indie', 'Casual', 'Anime', 'Visual Novel']",21948,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Streamer Daily,Did you think it was easy to streaming? Do you think streamers earn money by playing games? Can you reach the summit by facing all the challenges of streaming? Then be a real streamer instead of playing this game !!!,Very Positive,88,928,14.99,"['Simulation', 'Indie', 'Casual', 'Strategy', 'Adventure', 'Singleplayer', 'Management', 'First-Person', 'Replay Value', 'Funny', 'Female Protagonist', 'Economy', 'Memes', 'Family Friendly', 'Walking Simulator', 'Sandbox', 'Realistic', 'Survival', 'Atmospheric']",30833,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
Punch A Bunch,A challenging boxing game with an emphasis on player skill that takes time and practice to master. Fight your way to the top through 3 different championships each featuring unique opponents.,Very Positive,84,441,14.99,"['Boxing', 'Fighting', 'Physics', 'Indie', '3D Fighter', 'Sports', 'Action', 'Colorful', '3D', ""Beat 'em up"", 'Cute', 'Stylized', 'Third Person', 'Family Friendly', 'Funny', 'Tactical', 'Character Customization', 'Local Multiplayer', 'Difficult', 'Singleplayer']",25254,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
LEGIONCRAFT,"Loslan needs you! The Legion is waiting for your call! Gather your strength, prepare your food, contribute your love, and pull out your gold coin!",Very Positive,80,1208,9.79,"['Indie', 'Strategy', 'RPG', 'Roguelite', 'Adventure', 'Early Access', 'Strategy RPG']",17889,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1976 - Back to midway,"Are you ready to travel back in time to 1943 and relive the excitement of classic arcade dogfights? Now, thanks to Virtual Reality, you’re about to discover a new level of immersion and spectacularity, while retaining the original essence and fun.",Very Positive,91,110,14.99,"['Action', 'Simulation', 'Casual', 'Action-Adventure', 'Shooter', 'Space Sim', 'Side Scroller', 'Top-Down Shooter', 'Immersive Sim', ""Shoot 'Em Up"", '2.5D', '3D', 'Cinematic', 'VR', 'Top-Down', 'First-Person', 'Realistic', 'Colorful', 'Quick-Time Events', 'Story Rich']",191,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Thy Kingdom Crumble,"Ascend the crumbling ruins of a fallen kingdom using the mouse to aim your jumps in this vertical platformer. Collect silver and acquire new abilities as you rocket, swing, teleport, fly, and claw your way to the top.",Positive,90,10,3.74,"['Action', 'Indie', 'Action Roguelike', 'Roguelite', 'Platformer', 'Pixel Graphics', 'Perma Death', 'Arcade']",34460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hourglass,"In Hourglass you can create a time-clone of yourself to solve challenging puzzles. You will play as Aywa, a young adventurer who is traveling to Egypt to find her missing father - an archeologist, who never returned from his latest expedition.",Very Positive,94,174,19.99,"['Puzzle', 'Puzzle Platformer', 'First-Person', 'Atmospheric', 'Adventure', 'Female Protagonist', 'Controller', '3D Platformer', 'Exploration', 'Difficult', 'Indie', 'Mystery', 'Singleplayer', 'Logic', 'Stylized', 'Time Manipulation', 'Mystery Dungeon', 'Relaxing', 'Time Travel', 'Nature']",15608,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ayahuasca,"In the jungle at night, a journey awaits for you... are you ready to embrace the experience? Ayahuasca, the vine of the soul, and how to find your inner space.",Very Positive,80,288,12.99,"['Casual', 'Exploration', 'Psychedelic', 'Experimental', 'VR', 'Dynamic Narration', 'Underground', '6DOF', 'Relaxing', 'Surreal', 'Replay Value', 'Asymmetric VR', 'Narration', 'Indie', 'Abstract', 'Colorful', 'Atmospheric', 'Beautiful', 'Cinematic', 'Singleplayer']",2884,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Extremely Realistic Siege Warfare Simulator,Extremely Realistic Siege Warfare Simulator is a physics-based tactical strategy game where you must lead a military force in a fantasy medieval world. Build an army. Construct siege equipment. Experience epic battles. Lead your people to victory!!,Very Positive,82,78,17.99,"['Action', 'War', 'Adventure', 'Sandbox', 'Funny', 'Simulation', 'Physics', 'Singleplayer', 'Indie', 'Realistic', 'Strategy', '3D', 'Colorful', 'Co-op', 'Early Access', 'Wargame', 'Multiplayer', 'RPG', 'Hack and Slash', 'RTS']",11302,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Jigsaw Puzzle - Animals,"Explore a world with giant animals, Jigsaw Puzzle - Animals is a minimalist game that imagines what it would be like if animals were giants by creating various possible scenarios, complete the 5 difficulty levels (60, 112, 273, 476, and 714 pieces) and discover this new world.",Positive,92,27,0.99,"['Casual', 'Solitaire', 'Board Game', 'Tabletop', 'Cute', 'Relaxing', 'Puzzle', 'Fantasy', 'Strategy', 'Clicker', 'Minimalist', 'Logic', '2D', 'Family Friendly', 'Realistic', 'Nature', 'Singleplayer', 'Indie', 'Colorful', 'Beautiful']",16969,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Rhythm Sprout: Sick Beats & Bad Sweets,"Enjoy chill Lo-fi walks and fight bosses to K-POP, EDM and Hip-Hop inspired tracks. Features a quirky story, 30 handcrafted levels and various EX-modes to refresh your gameplay.",Very Positive,95,198,14.99,"['Rhythm', 'Action-Adventure', 'Difficult', 'Music', 'Casual', 'Colorful', 'Relaxing', 'Arcade', 'Adventure', 'Electronic Music', '3D', 'Character Customization', 'Comedy', 'Action', 'Atmospheric', 'Cute', 'Controller', 'Anime', 'Funny', 'Singleplayer']",26658,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
DesktopMMD3:Miss Fish,"Living and dancing lovely girl “Miss Fish” on your desktop! She will always be with you, even while playing game or browsing the web.",Mostly Positive,70,232,3.99,"['Anime', 'Cartoony', 'Nudity', 'JRPG', 'Comic Book', 'Casual', 'Cute', 'Relaxing', 'Character Customization', 'Dating Sim', 'Action', 'Simulation', 'RPG', '3D', 'Rhythm', 'Action RPG', 'Character Action Game', 'Romance', 'Cartoon', 'Stylized']",8799,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Star Melody Yumemi Dreamer,Save the world in this Magical Girl rhythm adventure! Your bond becomes their strength.Let's open the door to the Dreamworld together.,Mostly Positive,78,55,0,"['Adventure', 'RPG', 'Visual Novel', 'Rhythm', 'Anime', 'Sexual Content', 'Cute', 'Magic', 'Nudity', 'Turn-Based Combat', 'Gore', 'Violent', 'Female Protagonist', 'Singleplayer', 'Free to Play']",30394,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Go! Go! PogoGirl,"Jump on your pogo stick and bounce, bounce, bounce! Go! Go! PogoGirl is a dynamic, cute and wholesome platformer about a girl and her pogo stick. Bounce your way through the world, collect gems and then bounce some more!",Positive,100,23,5.99,"['Action', 'Platformer', ""1990's"", '2D Platformer', 'Retro', 'Pixel Graphics', 'Side Scroller', '2D', 'Female Protagonist', 'Precision Platformer', 'Cartoon', 'Cartoony', 'Colorful', 'Cute', 'Comedy', 'Family Friendly', 'Nature', 'Old School', 'Controller', 'Linear']",13656,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Born Into Fear,Born Into Fear is a first-person horror game set in an evacuated neighborhood. You'll have to complete task and avoid enemies to destroy the evil Buffer.,Very Positive,92,142,5.99,"['Horror', 'Nonlinear', 'Exploration', 'Adventure', 'Multiple Endings', 'Stealth', 'First-Person', 'Investigation', 'Singleplayer', 'Atmospheric', 'Conspiracy', 'Supernatural', 'Walking Simulator', '3D', 'Realistic', 'Indie', 'Alternate History', 'Lore-Rich', 'Psychological Horror', 'Modern']",4534,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Ancient Gods,"Ancient Gods is a fusion of hero collector and deck-building rogue-lite where you collect your character, fight, and experience exciting events. Any character can use all the cards, combine them with the character's passive for ultimate power on your exploration.",Mostly Positive,70,230,19.99,"['Card Battler', 'Turn-Based Tactics', 'Roguelite', 'Dungeon Crawler', 'PvE', 'Difficult', 'Turn-Based', 'Card Game', 'Roguelike', 'RPG', 'Strategy', '2D', 'Deckbuilding', 'Turn-Based Combat', 'Hand-drawn', 'Singleplayer', 'Roguelike Deckbuilder', 'Mouse only', 'Mythology', 'Replay Value']",1875,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haunted Hotel: Silent Waters Collector's Edition,You won't enjoy your stay...,Positive,84,13,9.99,"['Hidden Object', 'Casual', 'Puzzle', 'Point & Click', 'Female Protagonist', 'Detective', 'Adventure', 'Linear', 'Story Rich', 'Colorful', 'Fantasy', 'Atmospheric', 'Investigation', 'Mystery', 'Dark', 'Singleplayer']",14718,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Please Subscribe,"Please Subscribe is the sequel to Gamer Career Tycoon from 2018. Develop your own livestream channel from the ground up. Manage and operate, overcome challenges, learn new tricks in order to rise in the charts, and possibly, become the next big internet superstar.",Very Positive,85,105,9.99,"['Simulation', 'Strategy', 'RPG', 'Casual', 'Management', 'Life Sim', 'Isometric', 'Relaxing', 'Economy', 'Indie', '2D', 'Choices Matter', 'Singleplayer']",24520,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanibot,"In this tactical rogue-like auto battler, you'll build your unique team of robots and keep them alive as they fight. Battle through waves of enemies as you travel from planet to planet on a mission to fix the sun. Strategize, protect, survive. A Mechanibot's wrench never rests.",Positive,88,43,2.99,"['Tactical', 'Strategy', 'Replay Value', 'Auto Battler', 'Action Roguelike', 'Roguelite', 'Roguelike', 'Deckbuilding', 'Cute', 'Action', '2D', 'Robots', 'Story Rich', 'RPG', 'Colorful', 'Sci-fi', 'Singleplayer', 'Indie', 'Roguelike Deckbuilder']",20085,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Like Dreamer,"A pop and cute bullet-hell shooting game from Cosmo Dreamer ""Outside"". Both beginners and experts can enjoy speedy and active playing.",Very Positive,98,73,13.99,"['Action', 'Shooter', ""Shoot 'Em Up"", 'Bullet Hell', '2D Platformer', 'Top-Down Shooter', '2D', 'Cute', 'Anime', 'Colorful', 'Cartoon', 'Cartoony', 'Comic Book', 'Top-Down', 'Comedy', 'Hacking', 'Parody', 'Fantasy', 'Memes', 'Mechs']",18602,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Dungeons & Dragons - Stronghold: Kingdom Simulator,"Run your own kingdom in the legendary Dungeons & Dragons game world. In this remarkable kingdom simulator, your goal is to become Emperor by building and expanding your stronghold in competition against opposing computer-controlled kingdoms.",Positive,90,20,5.99,"['Strategy', 'Management', 'Dungeons & Dragons', 'Simulation', 'Retro', 'Old School', ""1990's"", 'Real-Time', 'Singleplayer', 'RPG', 'Fantasy', 'Resource Management']",10065,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Atari 50: The Anniversary Celebration,"Atari 50: The Anniversary Celebration takes players on an interactive journey through 50 years of video games via interviews with designers, developers and industry leaders, documentary footage, product design documents, high-res original artwork, and a curated list of more than 90 playable games.",Very Positive,94,135,39.99,"['Retro', '1980s', ""Shoot 'Em Up"", 'Education', 'PvP', 'Arcade', '2D', 'Local Multiplayer', 'Exploration', 'Historical', 'Action', 'Controller', 'Narration', 'Software', 'Voxel', 'Casual', 'Colorful', 'Pixel Graphics', 'Score Attack', 'Stylized']",2643,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Escape From Meat City,"A fast-paced, roguelike first-person shooter with hand-drawn visuals. Escape from the slaughterhouse, shoot your way through hordes of Federal Agents, and collect enough change for the bus!",Positive,93,15,6.99,"['Early Access', 'Shooter', 'Action Roguelike', 'First-Person', 'Action', 'Surreal', 'Stylized', 'Colorful', 'Old School', ""1990's"", '3D', 'Adventure', 'Comedy', 'Dark', 'Dystopian', 'Funny', 'Futuristic', 'Horror', 'Post-apocalyptic', 'Survival']",10904,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
Estencel,"Slash your way through Estencel! Traverse across a corrupted, maze like city fighting horrors. Customize and arm yourself into the ultimate monster killing assassin in this fast paced Dark Fantasy Action. Solve the mysteries of this world before they swallow you whole.",Mixed,51,35,13.99,"['Souls-like', 'Difficult', 'Dark Fantasy', 'Hack and Slash', 'Action', 'Atmospheric', 'Exploration', 'Action RPG', 'Third Person', 'Dark', 'Horror', 'Multiplayer', 'Action-Adventure', 'Gothic', 'Fantasy', 'Controller', 'Mystery', 'Combat', 'Singleplayer', 'Co-op']",10999,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HimeYoku: A Sacrifice of Lust and Grace,"Hell-bent on vengeance, Caldo single-handedly topples the royal throne of Solide, capturing the king and the princess and working their ruin through his dark contracts with demons. A visual novel about hate and revenge... and possibly redemption.",Very Positive,96,76,19.99,"['Choose Your Own Adventure', 'Dark Fantasy', 'Medieval', 'Magic', 'Story Rich', 'Atmospheric', 'Dark Comedy', 'Colorful', 'Text-Based', 'Visual Novel', 'Dark', 'Choices Matter', 'Cute', '2D', 'Adventure', '2D Platformer', 'Sexual Content', 'Nudity', 'Singleplayer', 'Hentai']",15307,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Drawn™: Trail of Shadows Collector's Edition,Re-enter the enchanted world of Drawn in the highly anticipated third installment of the cinematic series!,Mostly Positive,72,29,9.99,"['Adventure', 'Casual', 'Hidden Object']",9684,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost World,Lost World is a survival video game with single and co-op modes. Open world and first person view.,Mixed,68,153,9.99,"['Adventure', 'Simulation', 'Action', 'Action-Adventure', 'Dungeon Crawler', '3D', 'First-Person', 'Survival', 'Atmospheric', 'Zombies', 'Crafting', 'Post-apocalyptic', 'Building', 'Open World', 'Female Protagonist', 'Base Building', 'Co-op', 'Multiplayer', 'Singleplayer']",19022,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Actua Soccer 2,"In this classic soccer simulation from 1997, experience fast-paced action with a variety of game modes, from friendlies to seasons. Play with one of 11 national teams, Alan Shearer's hand picked All Star team, or your own custom team. Features motion capture from a young Michael Owen.",Positive,84,13,7.99,"['Sports', 'Football (Soccer)', 'Retro', 'PvP', '3D', ""1990's"", 'Third Person', 'Controller', 'Old School', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Singleplayer']",1100,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
